pitch,intensity,jitter,shimmer,logHNR,vad,time,task
,,,,,0.0,0.05,1
,,,,,0.0,0.06,1
,,,,,0.0,0.07,1
,,,,,0.0,0.08,1
,,,,,0.0,0.09,1
,,,,,0.0,0.1,1
,,,,,0.0,0.11,1
,,,,,0.0,0.12,1
,,,,,0.0,0.13,1
,,,,,0.0,0.14,1
,,,,,0.0,0.15,1
,,,,,0.0,0.16,1
,,,,,0.0,0.17,1
,,,,,0.0,0.18,1
,,,,,0.0,0.19,1
,,,,,0.0,0.2,1
,,,,,0.0,0.21,1
,,,,,0.0,0.22,1
,,,,,0.0,0.23,1
,,,,,0.0,0.24,1
,,,,,0.0,0.25,1
,,,,,0.0,0.26,1
,,,,,0.0,0.27,1
,,,,,0.0,0.28,1
,,,,,0.0,0.29,1
,,,,,0.0,0.3,1
,,,,,0.0,0.31,1
,,,,,0.0,0.32,1
,,,,,0.0,0.33,1
,,,,,0.0,0.34,1
,,,,,0.0,0.35,1
,,,,,0.0,0.36,1
,,,,,0.0,0.37,1
,,,,,0.0,0.38,1
,,,,,0.0,0.39,1
,,,,,0.0,0.4,1
216.0413,4.341289e-07,0.06979418,0.1864966,16.62434,1.0,0.41,1
205.7045,4.832658e-07,0.08735429,0.1023767,19.79516,1.0,0.42,1
202.2256,5.04248e-07,0.006176225,0.09543081,21.75957,1.0,0.43,1
201.1497,2.467134e-07,0.01498886,0.1971831,20.36863,1.0,0.44,1
199.9275,2.237415e-07,0.00390726,0.02561393,26.15775,1.0,0.45,1
197.7163,2.134727e-07,0.0004444762,0.02472437,28.15779,1.0,0.46,1
195.8457,1.466222e-07,0.02004729,0.02707926,15.35773,1.0,0.47,1
195.2655,4.66968e-07,0.02380592,0.2175823,12.63307,1.0,0.48,1
195.6391,1.807783e-06,0.01938857,0.1544056,14.73269,1.0,0.49,1
195.0837,3.174364e-06,0.01972363,0.1151247,13.18611,1.0,0.5,1
193.2221,3.66245e-06,0.01404868,0.02770974,18.8653,1.0,0.51,1
191.3409,2.26065e-06,0.01441593,0.1092347,15.9184,1.0,0.52,1
190.1198,8.864154e-07,0.01103079,0.08340919,15.29088,1.0,0.53,1
189.4245,2.767989e-08,0.00302533,0.02400923,15.88511,1.0,0.54,1
188.2347,9.314323e-07,0.004600259,0.06545919,19.8909,1.0,0.55,1
187.6114,9.265777e-07,0.004600259,0.06545919,15.98277,1.0,0.56,1
187.7331,1.078888e-06,0.050577,0.1330698,10.27238,1.0,0.57,1
188.7644,1.830203e-07,0.0552405,0.0487805,20.76953,1.0,0.58,1
189.549,1.959215e-06,0.008792314,0.02477571,26.56591,1.0,0.59,1
188.7177,2.339e-06,0.002419013,0.02012165,12.20218,1.0,0.6,1
187.497,2.333346e-06,0.02204908,0.01775325,10.74283,1.0,0.61,1
186.2001,6.259984e-07,0.02204908,0.01775325,15.2281,1.0,0.62,1
185.9026,1.318559e-07,0.02204908,0.01775325,17.8344,1.0,0.63,1
185.5558,6.394561e-07,0.001855888,0.01406408,15.12232,1.0,0.64,1
184.6466,6.248616e-07,0.004138404,0.07178654,14.49861,1.0,0.65,1
182.0736,7.257297e-07,0.01910054,0.1753869,17.3425,1.0,0.66,1
180.5901,2.404294e-07,0.01910054,0.1753869,9.217305,1.0,0.67,1
0.0,2.259172e-07,0.0,0.0,-100.0,1.0,0.68,1
0.0,9.784691e-08,0.0,0.0,-100.0,1.0,0.69,1
0.0,7.066253e-08,0.0,0.0,-100.0,1.0,0.7,1
0.0,1.819539e-08,0.0,0.0,-100.0,1.0,0.71,1
0.0,7.101078e-09,0.0,0.0,-100.0,1.0,0.72,1
0.0,7.743133e-10,0.0,0.0,-100.0,1.0,0.73,1
0.0,8.8196e-10,0.0,0.0,-100.0,1.0,0.74,1
0.0,1.682903e-10,0.0,0.0,-100.0,1.0,0.75,1
0.0,1.599878e-10,0.0,0.0,-100.0,1.0,0.76,1
0.0,1.015903e-09,0.0,0.0,-100.0,1.0,0.77,1
0.0,1.094233e-08,0.0,0.0,-100.0,1.0,0.78,1
0.0,1.136762e-08,0.0,0.0,-100.0,1.0,0.79,1
214.6142,1.416155e-08,0.0,0.0,13.99067,1.0,0.8,1
215.0977,3.315447e-07,0.0,0.0,13.34745,1.0,0.81,1
215.4854,3.555906e-07,0.0,0.01950808,12.96848,1.0,0.82,1
214.494,5.658321e-07,0.009559832,0.007616715,18.6862,1.0,0.83,1
211.7013,4.906187e-07,0.009559832,0.007616715,19.45082,1.0,0.84,1
207.4113,5.146288e-07,0.03078998,0.06832757,15.57096,1.0,0.85,1
204.9295,4.426593e-07,0.0228023,0.24732,11.00874,1.0,0.86,1
0.0,2.072426e-07,0.0,0.0,-100.0,1.0,0.87,1
0.0,1.608573e-07,0.0,0.0,-100.0,1.0,0.88,1
0.0,2.018739e-08,0.0,0.0,-100.0,1.0,0.89,1
0.0,1.065359e-08,0.0,0.0,-100.0,1.0,0.9,1
0.0,9.482381e-09,0.0,0.0,-100.0,1.0,0.91,1
0.0,9.195265e-09,0.0,0.0,-100.0,1.0,0.92,1
0.0,2.286904e-09,0.0,0.0,-100.0,1.0,0.93,1
0.0,1.358387e-09,0.0,0.0,-100.0,1.0,0.94,1
0.0,3.572253e-10,0.0,0.0,-100.0,1.0,0.95,1
0.0,4.743494e-10,0.0,0.0,-100.0,1.0,0.96,1
0.0,4.863334e-10,0.0,0.0,-100.0,1.0,0.97,1
0.0,4.323858e-10,0.0,0.0,-100.0,1.0,0.98,1
0.0,1.251782e-10,0.0,0.0,-100.0,1.0,0.99,1
0.0,1.253021e-10,0.0,0.0,-100.0,1.0,1.0,1
231.3276,1.922855e-09,0.0,0.0,9.288345,1.0,1.01,1
228.665,4.725107e-06,0.0,0.05017352,7.322864,1.0,1.02,1
223.4379,1.059171e-05,0.03671667,0.08716311,10.58852,1.0,1.03,1
218.201,1.125528e-05,0.01224351,0.04641042,11.09526,1.0,1.04,1
213.509,6.722516e-06,0.0239567,0.01643527,11.48184,1.0,1.05,1
209.1933,9.849066e-07,0.0239567,0.01643527,16.92941,1.0,1.06,1
205.0363,4.435388e-07,0.03706424,0.06114275,15.62065,1.0,1.07,1
201.2172,1.139369e-06,0.01007144,0.1109914,13.77595,1.0,1.08,1
198.0767,1.911035e-06,0.007304528,0.06301427,16.34536,1.0,1.09,1
195.9495,2.30999e-06,0.01308337,0.06733451,15.8906,1.0,1.1,1
194.8153,1.546179e-06,0.001354605,0.0879196,15.65081,1.0,1.11,1
194.6604,7.644562e-07,0.001513746,0.06561255,16.45799,1.0,1.12,1
195.0405,3.27128e-07,0.006183757,0.07850813,16.45046,1.0,1.13,1
194.822,2.063485e-07,0.0008449918,0.1150633,16.56529,1.0,1.14,1
193.4089,1.503023e-07,0.0221616,0.159033,14.55092,1.0,1.15,1
191.3612,7.416853e-08,0.0221616,0.159033,12.14024,1.0,1.16,1
189.9815,1.863888e-07,0.0221616,0.159033,9.942001,1.0,1.17,1
188.6991,1.343792e-07,0.02967998,0.01376151,13.20674,1.0,1.18,1
186.4377,1.400322e-07,0.02771825,0.213744,13.42846,1.0,1.19,1
184.8521,4.192113e-08,0.02978091,0.2953904,10.2226,1.0,1.2,1
0.0,3.145862e-08,0.0,0.0,-100.0,1.0,1.21,1
0.0,1.640105e-08,0.0,0.0,-100.0,1.0,1.22,1
,,,,,0.0,1.23,1
,,,,,0.0,1.24,1
,,,,,0.0,1.25,1
,,,,,0.0,1.26,1
,,,,,0.0,1.27,1
,,,,,0.0,1.28,1
,,,,,0.0,1.29,1
,,,,,0.0,1.3,1
,,,,,0.0,1.31,1
,,,,,0.0,1.32,1
,,,,,0.0,1.33,1
,,,,,0.0,1.34,1
,,,,,0.0,1.35,1
,,,,,0.0,1.36,1
,,,,,0.0,1.37,1
,,,,,0.0,1.38,1
,,,,,0.0,1.39,1
,,,,,0.0,1.4,1
,,,,,0.0,1.41,1
,,,,,0.0,1.42,1
,,,,,0.0,1.43,1
,,,,,0.0,1.44,1
,,,,,0.0,1.45,1
,,,,,0.0,1.46,1
,,,,,0.0,1.47,1
,,,,,0.0,1.48,1
,,,,,0.0,1.49,1
,,,,,0.0,1.5,1
,,,,,0.0,1.51,1
,,,,,0.0,1.52,1
,,,,,0.0,1.53,1
0.0,1.586352e-10,0.0,0.0,-100.0,1.0,1.54,1
0.0,1.317693e-10,0.0,0.0,-100.0,1.0,1.55,1
0.0,1.242753e-10,0.0,0.0,-100.0,1.0,1.56,1
0.0,2.957778e-10,0.0,0.0,-100.0,1.0,1.57,1
0.0,3.121375e-09,0.0,0.0,-100.0,1.0,1.58,1
0.0,4.536418e-09,0.0,0.0,-100.0,1.0,1.59,1
209.3705,8.203607e-08,0.0,0.4008562,13.23339,1.0,1.6,1
208.4833,2.563988e-07,0.01297091,0.332032,10.7952,1.0,1.61,1
206.9046,3.003621e-07,0.05494941,0.075188,14.49209,1.0,1.62,1
206.0707,6.352776e-07,0.01895237,0.1100231,14.17615,1.0,1.63,1
204.7231,5.049041e-07,0.008341044,0.0896093,18.28926,1.0,1.64,1
202.3766,4.777501e-07,0.005361268,0.03092205,21.85238,1.0,1.65,1
199.472,1.45872e-07,0.002599198,0.03809198,18.78337,1.0,1.66,1
199.0809,1.026839e-07,0.0505723,0.07559878,12.01636,1.0,1.67,1
200.0452,2.303399e-07,0.1245636,0.1210913,15.77674,1.0,1.68,1
202.0979,1.537657e-07,0.008699588,0.01890686,27.31597,1.0,1.69,1
202.3239,1.863583e-07,0.002995874,0.008170001,24.86492,1.0,1.7,1
202.522,6.694062e-08,0.002393722,0.01218972,24.30367,1.0,1.71,1
203.7371,2.955582e-07,0.006634366,0.04599342,19.28639,1.0,1.72,1
205.5023,8.479596e-07,0.0332281,0.04214297,20.8564,1.0,1.73,1
207.4252,1.012713e-06,0.001383587,0.08651101,28.79595,1.0,1.74,1
209.1226,9.495242e-07,0.004153617,0.02710425,28.47778,1.0,1.75,1
211.1659,3.764888e-07,0.006142383,0.0163561,33.60768,1.0,1.76,1
213.8778,2.181655e-06,0.01544257,0.03131941,31.13626,1.0,1.77,1
217.3635,9.288895e-06,0.01374707,0.0330013,28.75837,1.0,1.78,1
221.6111,9.303667e-06,0.009637663,0.02381975,30.12523,1.0,1.79,1
225.96,1.085479e-05,0.03657633,0.09236684,21.1513,1.0,1.8,1
230.3402,4.279158e-06,0.008066885,0.05397829,20.41798,1.0,1.81,1
234.5472,1.598315e-05,0.008347955,0.008151315,23.16399,1.0,1.82,1
239.1227,1.526805e-05,0.01360997,0.02876994,19.81373,1.0,1.83,1
243.5611,1.538288e-05,0.009316244,0.02603236,22.40392,1.0,1.84,1
248.3036,4.42945e-06,0.01035731,0.02558073,18.56416,1.0,1.85,1
253.6045,4.418499e-06,0.008148789,0.02230596,17.90703,1.0,1.86,1
259.6445,4.224999e-06,0.01488116,0.08313496,19.03187,1.0,1.87,1
267.3907,3.517466e-06,0.02388316,0.1198529,16.60315,1.0,1.88,1
275.9074,2.24856e-06,0.03555587,0.109947,16.96951,1.0,1.89,1
286.3979,1.714784e-06,0.01707122,0.04032057,19.75821,1.0,1.9,1
246.3246,3.060076e-06,0.02433195,0.05169021,21.51353,1.0,1.91,1
204.792,2.484732e-06,0.02433195,0.05169021,0.0,1.0,1.92,1
160.6924,3.306563e-06,0.02433195,0.05169021,27.36352,1.0,1.93,1
164.9326,3.315078e-06,0.2403791,0.03333926,22.25304,1.0,1.94,1
168.577,4.041372e-06,0.2403791,0.03333926,26.17715,1.0,1.95,1
172.9123,3.184442e-06,0.03182939,0.002436573,25.38393,1.0,1.96,1
176.8135,2.420434e-06,0.06384167,0.1816101,6.471051,1.0,1.97,1
179.9818,1.130574e-06,0.04326366,0.1952252,12.26468,1.0,1.98,1
181.1684,6.914213e-06,0.0007795378,0.1800436,17.18696,1.0,1.99,1
181.3827,6.363722e-06,0.0007795378,0.1800436,23.82698,1.0,2.0,1
180.8711,1.760422e-05,0.006422996,0.01838351,21.90344,1.0,2.01,1
179.2611,1.18275e-05,0.008456342,0.05699695,18.83882,1.0,2.02,1
176.5487,1.439261e-05,0.009593696,0.04857911,17.77098,1.0,2.03,1
172.5744,3.731338e-06,0.009593696,0.04857911,20.69416,1.0,2.04,1
167.7198,5.282154e-06,0.02824594,0.02682286,14.93303,1.0,2.05,1
162.5331,2.6508e-06,0.05610878,0.06330599,14.81474,1.0,2.06,1
157.5683,1.764183e-06,0.01733083,0.002491568,18.4392,1.0,2.07,1
202.0793,3.379793e-06,0.2344877,0.02744238,-0.9952656,1.0,2.08,1
245.6293,8.83552e-06,0.3469759,0.110783,17.5668,1.0,2.09,1
288.012,8.763986e-06,0.01177627,0.05488549,19.19768,1.0,2.1,1
280.3607,5.870655e-06,0.01966799,0.05606804,19.04613,1.0,2.11,1
273.3072,5.155803e-07,0.01237338,0.08207269,16.42677,1.0,2.12,1
266.5954,5.438554e-07,0.03528153,0.2344127,14.3442,1.0,2.13,1
262.6096,3.889567e-07,0.009463749,0.07206379,15.72723,1.0,2.14,1
262.6234,2.426852e-07,0.005579683,0.05138299,21.39826,1.0,2.15,1
266.7862,2.829117e-07,0.02406465,0.04091845,23.01472,1.0,2.16,1
270.5503,3.651423e-07,0.00234646,0.07295458,19.76803,1.0,2.17,1
271.8253,3.762691e-07,0.003671828,0.1186199,17.45254,1.0,2.18,1
,,,,,0.0,2.19,1
,,,,,0.0,2.2,1
,,,,,0.0,2.21,1
,,,,,0.0,2.22,1
,,,,,0.0,2.23,1
,,,,,0.0,2.24,1
,,,,,0.0,2.25,1
,,,,,0.0,2.26,1
,,,,,0.0,2.27,1
,,,,,0.0,2.28,1
,,,,,0.0,2.29,1
,,,,,0.0,2.3,1
,,,,,0.0,2.31,1
,,,,,0.0,2.32,1
,,,,,0.0,2.33,1
,,,,,0.0,2.34,1
,,,,,0.0,2.35,1
,,,,,0.0,2.36,1
,,,,,0.0,2.37,1
,,,,,0.0,2.38,1
,,,,,0.0,2.39,1
,,,,,0.0,2.4,1
,,,,,0.0,2.41,1
,,,,,0.0,2.42,1
,,,,,0.0,2.43,1
,,,,,0.0,2.44,1
,,,,,0.0,2.45,1
,,,,,0.0,2.46,1
,,,,,0.0,2.47,1
,,,,,0.0,2.48,1
,,,,,0.0,2.49,1
,,,,,0.0,2.5,1
,,,,,0.0,2.51,1
,,,,,0.0,2.52,1
,,,,,0.0,2.53,1
,,,,,0.0,2.54,1
,,,,,0.0,2.55,1
,,,,,0.0,2.56,1
,,,,,0.0,2.57,1
,,,,,0.0,2.58,1
,,,,,0.0,2.59,1
,,,,,0.0,2.6,1
,,,,,0.0,2.61,1
,,,,,0.0,2.62,1
,,,,,0.0,2.63,1
,,,,,0.0,2.64,1
,,,,,0.0,2.65,1
,,,,,0.0,2.66,1
,,,,,0.0,2.67,1
,,,,,0.0,2.68,1
,,,,,0.0,2.69,1
,,,,,0.0,2.7,1
,,,,,0.0,2.71,1
,,,,,0.0,2.72,1
,,,,,0.0,2.73,1
,,,,,0.0,2.74,1
,,,,,0.0,2.75,1
,,,,,0.0,2.76,1
,,,,,0.0,2.77,1
,,,,,0.0,2.78,1
,,,,,0.0,2.79,1
,,,,,0.0,2.8,1
,,,,,0.0,2.81,1
,,,,,0.0,2.82,1
,,,,,0.0,2.83,1
,,,,,0.0,2.84,1
,,,,,0.0,2.85,1
,,,,,0.0,2.86,1
,,,,,0.0,2.87,1
,,,,,0.0,2.88,1
,,,,,0.0,2.89,1
,,,,,0.0,2.9,1
,,,,,0.0,2.91,1
,,,,,0.0,2.92,1
,,,,,0.0,2.93,1
,,,,,0.0,2.94,1
,,,,,0.0,2.95,1
,,,,,0.0,2.96,1
,,,,,0.0,2.97,1
,,,,,0.0,2.98,1
,,,,,0.0,2.99,1
,,,,,0.0,3.0,1
,,,,,0.0,3.01,1
,,,,,0.0,3.02,1
,,,,,0.0,3.03,1
,,,,,0.0,3.04,1
,,,,,0.0,3.05,1
,,,,,0.0,3.06,1
,,,,,0.0,3.07,1
,,,,,0.0,3.08,1
,,,,,0.0,3.09,1
,,,,,0.0,3.1,1
,,,,,0.0,3.11,1
,,,,,0.0,3.12,1
,,,,,0.0,3.13,1
,,,,,0.0,3.14,1
,,,,,0.0,3.15,1
,,,,,0.0,3.16,1
,,,,,0.0,3.17,1
,,,,,0.0,3.18,1
,,,,,0.0,3.19,1
,,,,,0.0,3.2,1
,,,,,0.0,3.21,1
,,,,,0.0,3.22,1
,,,,,0.0,3.23,1
,,,,,0.0,3.24,1
,,,,,0.0,3.25,1
,,,,,0.0,3.26,1
,,,,,0.0,3.27,1
,,,,,0.0,3.28,1
,,,,,0.0,3.29,1
,,,,,0.0,3.3,1
,,,,,0.0,3.31,1
,,,,,0.0,3.32,1
0.0,9.936115e-11,0.0,0.0,-100.0,1.0,3.33,1
0.0,1.030426e-10,0.0,0.0,-100.0,1.0,3.34,1
0.0,1.950323e-10,0.0,0.0,-100.0,1.0,3.35,1
0.0,5.703424e-10,0.0,0.0,-100.0,1.0,3.36,1
0.0,5.462565e-10,0.0,0.0,-100.0,1.0,3.37,1
0.0,5.80009e-10,0.0,0.0,-100.0,1.0,3.38,1
0.0,4.354668e-10,0.0,0.0,-100.0,1.0,3.39,1
199.8357,1.138834e-08,0.0,0.0,13.61964,1.0,3.4,1
200.4165,4.386071e-08,0.0,0.0,13.93445,1.0,3.41,1
201.153,4.372523e-08,0.0,0.001633559,9.280824,1.0,3.42,1
200.8933,2.28278e-07,0.02230933,0.05062658,11.51848,1.0,3.43,1
198.6279,5.067479e-07,0.007357757,0.07635173,18.06004,1.0,3.44,1
197.0149,6.642879e-07,0.08396545,0.1039289,10.60204,1.0,3.45,1
0.0,4.799605e-07,0.0,0.0,-100.0,1.0,3.46,1
0.0,1.863472e-07,0.0,0.0,-100.0,1.0,3.47,1
0.0,3.257133e-08,0.0,0.0,-100.0,1.0,3.48,1
0.0,2.450245e-08,0.0,0.0,-100.0,1.0,3.49,1
0.0,8.310427e-09,0.0,0.0,-100.0,1.0,3.5,1
0.0,4.424619e-09,0.0,0.0,-100.0,1.0,3.51,1
0.0,1.861362e-09,0.0,0.0,-100.0,1.0,3.52,1
0.0,6.188965e-10,0.0,0.0,-100.0,1.0,3.53,1
0.0,7.480205e-10,0.0,0.0,-100.0,1.0,3.54,1
0.0,3.761451e-10,0.0,0.0,-100.0,1.0,3.55,1
0.0,4.487461e-08,0.0,0.0,-100.0,1.0,3.56,1
203.4589,7.218204e-08,0.0,0.0,15.99462,1.0,3.57,1
202.2034,8.851036e-07,0.0,0.0,18.14895,1.0,3.58,1
200.1677,2.119267e-06,0.0,0.01929585,19.82084,1.0,3.59,1
199.0286,3.501459e-06,0.0,0.01929585,20.33803,1.0,3.6,1
198.8199,3.416644e-06,0.0,0.01929585,17.32074,1.0,3.61,1
198.6284,2.241835e-06,0.004595466,0.1034495,13.61637,1.0,3.62,1
196.4777,1.196339e-06,0.02325965,0.3696325,9.720111,1.0,3.63,1
194.0369,5.666985e-07,0.1008265,0.4437949,8.573935,1.0,3.64,1
191.8926,5.265252e-07,0.0235433,0.4294702,9.300757,1.0,3.65,1
196.5002,1.854622e-07,0.0235433,0.4294702,6.324747,1.0,3.66,1
203.024,9.536368e-08,0.03180838,0.2945394,12.18671,1.0,3.67,1
209.7672,4.660243e-08,0.01044256,0.0006946644,2.150558,1.0,3.68,1
211.8385,4.045351e-07,0.1057648,0.6073747,5.601904,1.0,3.69,1
212.6029,6.080474e-07,0.02029127,0.1098024,17.05381,1.0,3.7,1
213.7334,2.483495e-06,0.01262259,0.02345329,20.39408,1.0,3.71,1
215.2491,2.439906e-06,0.01262259,0.02345329,23.31271,1.0,3.72,1
216.4603,2.245084e-06,0.009848264,0.0404076,19.78698,1.0,3.73,1
216.5454,3.665553e-07,0.001350361,0.1133365,21.18363,1.0,3.74,1
213.8516,7.658604e-07,0.01211265,0.2214578,16.84812,1.0,3.75,1
210.3665,1.174836e-06,0.02419752,0.1427696,18.49473,1.0,3.76,1
209.0556,1.413551e-06,0.01153571,0.02451564,27.21113,1.0,3.77,1
212.6329,7.177087e-07,0.008489659,0.04349452,22.89107,1.0,3.78,1
218.626,4.87268e-07,0.03267295,0.1869757,19.65088,1.0,3.79,1
223.8647,6.621544e-07,0.02396082,0.1129576,19.2316,1.0,3.8,1
226.8272,6.34275e-07,0.00377416,0.005307243,23.00053,1.0,3.81,1
228.7691,2.253739e-06,0.008135558,0.02423771,23.29267,1.0,3.82,1
230.6021,2.180091e-06,0.01021606,0.01861263,20.70834,1.0,3.83,1
232.3505,2.262539e-06,0.005931813,0.0990063,18.58044,1.0,3.84,1
233.0743,1.012064e-06,0.005919573,0.06009508,21.38161,1.0,3.85,1
231.6923,9.819157e-07,0.002983518,0.2452853,11.12186,1.0,3.86,1
233.8967,1.089132e-06,0.01914047,0.1139941,18.05726,1.0,3.87,1
237.8367,5.247207e-07,0.06111711,0.2730062,15.01706,1.0,3.88,1
244.2858,2.792765e-07,0.005591122,0.05446254,22.12871,1.0,3.89,1
247.8339,1.62253e-07,0.006398593,0.03428319,24.08073,1.0,3.9,1
249.5054,9.792521e-07,0.02345787,0.2339431,3.536158,1.0,3.91,1
249.8314,1.054131e-06,0.02345787,0.2339431,9.687124,1.0,3.92,1
249.6418,1.053204e-06,0.006627751,0.06497616,8.023155,1.0,3.93,1
250.8337,1.140553e-05,0.01133215,0.1575171,12.66862,1.0,3.94,1
252.9608,2.804096e-05,0.01522767,0.06310986,14.58336,1.0,3.95,1
255.3396,2.824305e-05,0.01522767,0.06310986,14.96761,1.0,3.96,1
257.8385,2.887337e-05,0.008941291,0.02441234,17.49807,1.0,3.97,1
260.5019,1.283105e-05,0.008272457,0.05642553,16.67506,1.0,3.98,1
263.3744,1.716418e-05,0.008272457,0.05642553,20.53418,1.0,3.99,1
265.9623,1.449913e-05,0.01229327,0.1319551,12.4216,1.0,4.0,1
267.6349,1.431197e-05,0.005473034,0.04150589,13.92046,1.0,4.01,1
267.6917,9.963288e-06,0.03570026,0.04640369,12.33522,1.0,4.02,1
266.5224,3.848676e-06,0.01463083,0.09623418,17.76173,1.0,4.03,1
265.0299,4.476491e-06,0.002840093,0.0224875,27.29771,1.0,4.04,1
264.4004,4.860722e-06,0.002840093,0.0224875,32.48727,1.0,4.05,1
264.5243,5.373056e-06,0.001538254,0.01671243,28.19236,1.0,4.06,1
265.1965,6.201704e-06,0.002615174,0.01638946,28.45753,1.0,4.07,1
265.9817,5.656542e-06,0.001484375,0.01508964,28.33356,1.0,4.08,1
266.5607,4.304893e-06,0.005744788,0.01012632,33.31336,1.0,4.09,1
267.2073,5.192833e-06,0.00127265,0.004319508,35.84833,1.0,4.1,1
268.0288,5.25931e-06,0.003352372,0.0004438883,31.53849,1.0,4.11,1
269.0391,6.187915e-06,0.00176596,0.005471309,26.04215,1.0,4.12,1
270.4593,5.726667e-06,0.002299721,0.009714023,30.64585,1.0,4.13,1
274.4594,6.061259e-06,0.003035089,0.00955766,38.51748,1.0,4.14,1
280.3275,7.505696e-06,0.01767433,0.04610947,19.00211,1.0,4.15,1
285.9291,5.126391e-06,0.003778392,0.1074271,9.682525,1.0,4.16,1
288.6522,5.807053e-06,0.001999951,0.1213915,13.62594,1.0,4.17,1
289.3966,1.818788e-06,0.002032146,0.03488715,17.24185,1.0,4.18,1
289.9897,1.92001e-06,0.0006697557,0.03780137,18.23779,1.0,4.19,1
290.8014,3.763641e-06,0.001184878,0.01923251,20.05781,1.0,4.2,1
292.1189,3.424719e-06,0.003240721,0.02218254,22.38446,1.0,4.21,1
294.0555,1.04518e-05,0.00351092,0.02092052,20.10116,1.0,4.22,1
296.4109,1.370931e-05,0.007462546,0.08182874,17.31009,1.0,4.23,1
248.4402,1.521069e-05,2.947326e-05,0.05494127,17.52147,1.0,4.24,1
199.5553,8.429095e-06,0.3066561,0.01816809,3.082587,1.0,4.25,1
149.2881,2.351067e-06,0.2736189,0.04799127,19.3027,1.0,4.26,1
147.7626,1.3922e-06,0.2736189,0.04799127,14.94137,1.0,4.27,1
146.7032,3.707737e-06,0.01988335,0.1678488,11.10394,1.0,4.28,1
0.0,3.664679e-06,0.0,0.0,-100.0,1.0,4.29,1
0.0,3.209985e-06,0.0,0.0,-100.0,1.0,4.3,1
0.0,4.919316e-07,0.0,0.0,-100.0,1.0,4.31,1
0.0,3.20903e-07,0.0,0.0,-100.0,1.0,4.32,1
0.0,1.288931e-08,0.0,0.0,-100.0,1.0,4.33,1
0.0,1.006392e-08,0.0,0.0,-100.0,1.0,4.34,1
,,,,,0.0,4.35,1
,,,,,0.0,4.36,1
,,,,,0.0,4.37,1
,,,,,0.0,4.38,1
,,,,,0.0,4.39,1
,,,,,0.0,4.4,1
,,,,,0.0,4.41,1
,,,,,0.0,4.42,1
,,,,,0.0,4.43,1
,,,,,0.0,4.44,1
,,,,,0.0,4.45,1
,,,,,0.0,4.46,1
,,,,,0.0,4.47,1
,,,,,0.0,4.48,1
,,,,,0.0,4.49,1
,,,,,0.0,4.5,1
,,,,,0.0,4.51,1
,,,,,0.0,4.52,1
,,,,,0.0,4.53,1
,,,,,0.0,4.54,1
,,,,,0.0,4.55,1
,,,,,0.0,4.56,1
,,,,,0.0,4.57,1
,,,,,0.0,4.58,1
,,,,,0.0,4.59,1
,,,,,0.0,4.6,1
,,,,,0.0,4.61,1
,,,,,0.0,4.62,1
,,,,,0.0,4.63,1
,,,,,0.0,4.64,1
,,,,,0.0,4.65,1
,,,,,0.0,4.66,1
,,,,,0.0,4.67,1
,,,,,0.0,4.68,1
,,,,,0.0,4.69,1
212.8925,1.342957e-06,0.0,0.9482071,2.704929,1.0,4.7,1
212.5518,2.631917e-06,0.1626529,0.1254493,11.80266,1.0,4.71,1
211.9259,2.824195e-06,0.01141315,0.02288746,14.25594,1.0,4.72,1
210.8073,1.498493e-06,0.00970233,0.02840245,20.20057,1.0,4.73,1
209.4298,3.623e-07,0.002130225,0.02855533,20.56366,1.0,4.74,1
208.2244,2.172911e-07,0.003946881,0.02716302,22.40497,1.0,4.75,1
207.0717,3.305433e-07,0.003946881,0.02716302,16.83552,1.0,4.76,1
206.0988,2.166021e-06,0.01137411,0.06348171,21.95774,1.0,4.77,1
205.1515,3.023529e-06,0.003618331,0.06980074,21.15881,1.0,4.78,1
204.1937,5.320387e-06,0.003571965,0.1189845,17.61078,1.0,4.79,1
202.9263,7.283744e-06,0.007496824,0.08090011,11.66796,1.0,4.8,1
200.9255,7.598122e-06,0.0797701,0.5820895,3.848394,1.0,4.81,1
204.8817,5.374985e-06,0.07612742,0.1840492,15.74206,1.0,4.82,1
209.2667,1.506382e-06,0.0685364,1.0,5.061023,1.0,4.83,1
213.9861,8.90951e-07,0.02678401,0.2374042,6.521037,1.0,4.84,1
212.3797,3.201774e-06,0.0384427,0.58163,10.14004,1.0,4.85,1
215.5189,3.119416e-06,0.0901657,0.1276181,10.60226,1.0,4.86,1
219.0585,2.51606e-06,0.0901657,0.1276181,3.011131,1.0,4.87,1
222.8004,5.103097e-09,0.1236629,0.2633685,6.131593,1.0,4.88,1
223.0169,5.180035e-07,0.1236629,0.2633685,15.44152,1.0,4.89,1
226.9087,6.248378e-07,0.03196202,0.2148006,10.0793,1.0,4.9,1
232.7529,7.445385e-07,0.0408505,0.08743344,16.0128,1.0,4.91,1
238.0645,6.360547e-07,0.004393057,0.02654664,16.67311,1.0,4.92,1
240.342,7.561861e-07,0.002065482,0.04946814,15.31821,1.0,4.93,1
241.6274,1.02412e-06,0.005260834,0.05102886,18.74545,1.0,4.94,1
242.8587,6.202018e-07,0.001959439,0.03890263,24.14932,1.0,4.95,1
244.0325,9.246797e-07,0.00127583,0.01768355,20.67462,1.0,4.96,1
245.2001,8.645827e-07,0.002238813,0.03346643,16.72664,1.0,4.97,1
