time,pitch_standardized,jitter_standardized,shimmer_standardized,logHNR_standardized,intensity_standardized,vad,task
119.34,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.6953079082919418,1.0,4
119.35,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.6963187537919374,1.0,4
119.36,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.6972181984798942,1.0,4
119.37,0.5882456473473645,-0.7946216253739593,14.715086097506932,0.3427125189872847,-0.7003260215165354,1.0,4
119.38,0.5760169182915487,17.963322793390144,-0.29488477685016384,0.49591745678931487,-0.4816155715053714,1.0,4
119.39,0.5513331173864497,1.6832029962814685,-0.0442483090047429,0.529719336858371,-0.44565769692539015,1.0,4
119.4,0.5300407274581852,3.238981162988917,0.2045758156457562,0.507484028766555,-0.42227075270304476,1.0,4
119.41,0.5127628130096495,3.238981162988917,0.2045758156457562,0.4861716651632416,-0.6161100534217822,1.0,4
119.42,0.49618506885079383,-0.30210716633241397,-0.21758127820266035,0.4909307622043304,-0.5231767764108388,1.0,4
119.43,0.45369853669032967,-0.30210716633241397,-0.21758127820266035,0.43247160409458074,-0.2698731386628319,1.0,4
119.44,0.41185123637515075,-0.30210716633241397,-0.21758127820266035,0.3702939597425281,-0.2741224500806706,1.0,4
119.45,0.3820747226170503,-0.30210716633241397,-0.21758127820266035,0.5221225601196344,-0.38507598220615313,1.0,4
119.46,0.3805748906999022,4.315963323574599,4.289253990629011,0.4093707166247472,-0.6598544653822317,1.0,4
119.47,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.6795797835988395,1.0,4
119.48,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.6962467738991639,1.0,4
119.49,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.6993607788780632,1.0,4
119.5,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.6996002578416887,1.0,4
119.51,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.7009105565840678,1.0,4
119.52,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.6981723124043852,1.0,4
119.53,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.6991214826019447,1.0,4
119.54,0.6267351150122128,-0.7946216253739593,-0.7895988911689225,0.5691710627190477,-0.6901988095842405,1.0,4
119.55,0.6214471504088026,-0.7946216253739593,-0.7895988911689225,0.48677244978311607,-0.6914349037059803,1.0,4
119.56,0.6144641021378369,-0.41326068473299676,0.25256693425175664,0.5451741010401375,-0.3582218320829717,1.0,4
119.57,0.6186713420845292,-0.6804535830869952,0.16138124255563557,0.525854025901585,-0.1825104503163594,1.0,4
119.58,0.629326864361579,0.1884327341405306,0.08408026301951416,0.5551796859480777,-0.16390717847045888,1.0,4
119.59,0.6434869690121965,0.1884327341405306,0.08408026301951416,0.6657933072149606,-0.49610187888310503,1.0,4
119.6,0.6649385450809215,0.1372204383121251,-0.22223092803607422,0.5982816795345642,-0.6726444076131015,1.0,4
119.61,0.6966228052410989,-0.15478174337655504,0.058005413437325994,0.5921956726134493,-0.5299051573015956,1.0,4
119.62,0.7300170727695006,1.2918118586017322,-0.738366447692088,0.6755968081826801,-0.2024855023553312,1.0,4
119.63,0.7551995740052596,0.2820178191029808,0.5716413605689493,0.6724958928915585,0.11422176314003889,1.0,4
119.64,0.76881496358149,0.30970928068941034,0.12400518698019876,0.6847298683427137,0.12969640993180986,1.0,4
119.65,0.7775092628624021,0.4446024578593231,0.17931227737304878,0.6843929267830672,-0.12328427690066343,1.0,4
119.66,0.7846502536321059,0.2613496439876114,0.40862273548036354,0.6985321204642186,-0.41905372719403466,1.0,4
119.67,0.7892243678868898,0.2613496439876114,0.40862273548036354,0.6597486080331294,-0.5881513137341384,1.0,4
119.68,0.7948630394560008,0.4375741503345403,-0.2588742370882581,0.6648572009467841,-0.6403926535961707,1.0,4
119.69,0.8052101385859095,-0.47947635615941353,-0.5859186594848645,0.7456379274274421,-0.6636784701339662,1.0,4
119.7,0.8204969826369712,0.17993547648014774,-0.2630137668668074,0.6547406521117488,-0.6564340477818547,1.0,4
119.71,0.8445415516967849,0.7273438314157056,0.7706818614206601,0.6673364752594715,-0.47874636271148824,1.0,4
119.72,0.8638926168964691,1.03510990318834,0.8888000026800952,0.59587084647618,-0.3689440663606437,1.0,4
119.73,0.8750244539531773,2.2820967690142053,-0.20407836886150224,0.5183690230456157,-0.22010743780830436,1.0,4
119.74,0.8712201539245246,2.608178010005351,3.0173672493902046,0.5233247368261377,0.051115510057199214,1.0,4
119.75,0.8581954941664078,2.608178010005351,3.0173672493902046,0.5447865372509768,0.039407067719740875,1.0,4
119.76,0.8397361200816447,0.42519783675169043,0.957809484546669,0.4725316066651001,-0.09658794848510449,1.0,4
119.77,0.8161019527902049,1.9033224884212403,2.5962757396563947,0.4666505185290586,-0.5405870988346204,1.0,4
119.78,0.7967658112911885,0.027240562027036452,0.3586563186619153,0.6357141859043787,-0.15939885676461205,1.0,4
119.79,0.780018931858094,0.9309452244949061,0.9578976534450406,0.5428875961774403,-0.1385517763578637,1.0,4
119.8,0.7651885043191324,0.9309452244949061,0.9578976534450406,0.5098207508809303,0.4386605669268993,1.0,4
119.81,0.7441659846446168,-0.7532987619270569,-0.32038416692601557,0.531944285089979,0.814960294289933,1.0,4
119.82,0.7122976655095323,0.43428244092893104,-0.12282427378910309,0.5052226325296967,1.0543093467992637,1.0,4
119.83,0.6698198388411245,1.7045424746026856,-0.4860991858601603,0.5237118956374622,0.6711507184708738,1.0,4
119.84,0.6168071231427344,0.5230032925210558,0.028769236515129668,0.5723545934887366,-0.19014983290976537,1.0,4
119.85,0.5613804988612733,0.6863486793007237,0.5396033020120709,0.4789750065265852,-0.14321172869469956,1.0,4
119.86,0.5087682357974781,1.2170495363585445,0.26574535055801457,0.4494507048514788,-0.19532608044060495,1.0,4
119.87,0.46160436711927516,1.0634426584269725,0.7804490860267033,0.5210173756048805,-0.19329307296447212,1.0,4
119.88,0.42027317811886944,0.21907307225513545,-0.7794464062636659,0.6034682306816708,-0.2525050373518291,1.0,4
119.89,0.39107744504510383,0.21907307225513545,-0.7794464062636659,0.5270620747867119,-0.17576146633451117,1.0,4
119.9,0.3740208988231455,0.9294283991959043,-0.19874304839878734,0.6008897367991356,0.6383278630077744,1.0,4
119.91,0.35836966774743667,0.15835954155920162,4.232633813428269,0.4465561257678569,0.37658233704438654,1.0,4
119.92,0.2905538846279768,2.3028909375474056,5.547088813689834,0.46578406844869363,0.22569717257780117,1.0,4
119.93,0.2106859695772739,3.691637329893238,1.2305536738809377,0.43866999236521714,-0.58103898459905,1.0,4
119.94,0.1493968182166793,2.663519363524134,8.501011415835489,0.4235880102815932,-0.5965289568428153,1.0,4
119.95,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.6909812195804219,1.0,4
119.96,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.6964663571783231,1.0,4
119.97,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.6960001244508801,1.0,4
119.98,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.6972944492006142,1.0,4
119.99,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.7004342729989361,1.0,4
120.0,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.7008610695831549,1.0,4
120.01,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.7010567597722036,1.0,4
120.02,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.7011004243192754,1.0,4
120.03,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.7008384873774017,1.0,4
120.04,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.7006625329197574,1.0,4
120.05,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.7010340850047801,1.0,4
120.06,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.7012437358686513,1.0,4
120.07,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.7014178229554925,1.0,4
120.08,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.7012821271408273,1.0,4
120.09,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.701298968087187,1.0,4
120.1,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.7013063372952558,1.0,4
120.11,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.7019240545239808,1.0,4
120.12,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.701689025300267,1.0,4
120.13,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.7015505033098651,1.0,4
120.14,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.7015430171817917,1.0,4
120.15,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.7015683114850825,1.0,4
120.16,0.43401293186733453,-0.7946216253739593,-0.7895988911689225,0.5041765747790152,-0.68930721335458,1.0,4
120.17,0.4272798555825599,-0.7946216253739593,-0.7895988911689225,0.48621823761439464,-0.6892248821846614,1.0,4
120.18,0.41171692306913765,-0.7946216253739593,-0.19825748967989776,0.526838324532259,-0.2250018391127339,1.0,4
120.19,0.39337942587316405,0.1935046990125438,-0.1561593598188131,0.47801824638876683,0.003859529579578032,1.0,4
120.2,0.3779930904843147,0.05177985279386962,0.7198773677342972,0.4889394861841599,2.5333707486218007,1.0,4
120.21,0.3683175578844725,-0.39451568996208936,-0.33429658931121764,0.5760166055717937,2.325383051517843,1.0,4
120.22,0.36233564119999395,-0.40374660530943374,-0.20597951073264117,0.5474433943447999,2.6415887383128465,1.0,4
120.23,0.3596344513790612,-0.7239557122950835,-0.5912489417248155,0.6754066710886248,0.1238503082078458,1.0,4
120.24,0.3602960687753487,-0.7239557122950835,-0.5912489417248155,0.6315161856552252,0.11508475862551425,1.0,4
120.25,0.3631017245009583,-0.41150460038567643,-0.5402416595721975,0.6246129334608331,-0.4191891189354935,1.0,4
120.26,0.36805639312277993,-0.6471998682478404,-0.6199527989230927,0.5904465733392747,-0.36629661990190854,1.0,4
120.27,0.37437036214712427,-0.3937507382658798,-0.40416319882553314,0.6178066734581902,1.5718366665460406,1.0,4
120.28,0.38193543474414765,-0.3937507382658798,-0.40416319882553314,0.7886828191390365,1.6311136879845782,1.0,4
120.29,0.3863951339604759,0.04809089630071567,-0.4724759889505096,0.6737825074768913,1.7881224361999768,1.0,4
120.3,0.38719852651311043,-0.3544169710896355,-0.48060327204683984,0.5670491813467307,-0.20185259163588815,1.0,4
120.31,0.3840794730734698,-0.3544169710896355,-0.48060327204683984,0.5780331927067213,-0.15106546462990536,1.0,4
120.32,0.3785216382163111,-0.3544169710896355,-0.48060327204683984,0.7299750046379131,-0.35928182559706145,1.0,4
120.33,0.36953383948892543,0.7860901599705857,0.08581561587282205,0.5552118816860487,-0.20006489288472232,1.0,4
120.34,0.3563462626651817,0.13077702516168419,0.05624927791511622,0.5942227891721158,3.4370913391779405,1.0,4
120.35,0.34035676104099527,0.13077702516168419,0.05624927791511622,0.805830795653594,3.4777190109215357,1.0,4
120.36,0.32474657014212377,-0.11952927549597793,-0.41192694266054175,0.6250310730766204,3.216772235336919,1.0,4
120.37,0.3115589933183797,-0.37376250723950877,-0.25374375186979586,0.7010840882984885,0.6508054197506113,1.0,4
120.38,0.30397775337896604,-0.37376250723950877,-0.25374375186979586,0.6241820370432083,0.6394057193003476,1.0,4
120.39,0.3016310014489017,0.20754263107151347,-0.100720173522867,0.598255963441971,0.6705498795582531,1.0,4
120.4,0.3012205996805277,-0.05916663471717267,-0.31470514520411247,0.7163699767225955,-0.4301466141252356,1.0,4
120.41,0.29928922408572656,-0.05916663471717267,-0.31470514520411247,0.6394187206602275,-0.44682131485329496,1.0,4
120.42,0.29286581458981575,-0.13368094026020005,-0.4659850261412804,0.5797565758883026,-0.232112138386631,1.0,4
120.43,0.284392883535481,-0.12141403894102726,-0.2525207232938118,0.6408547720670863,1.621447488991673,1.0,4
120.44,0.274927526386715,-0.12141403894102726,-0.2525207232938118,0.7515730801046047,1.6211074872421325,1.0,4
120.45,0.267164714755839,0.5959615384848299,0.03174178794594561,0.5959536644436653,1.3777027720726118,1.0,4
120.46,0.2599142835145691,0.5959615384848299,0.03174178794594561,0.6354677568911035,0.3350188992916088,1.0,4
120.47,0.2525345135341752,-0.498477191132793,0.8539874578248142,0.6342852216096518,0.3096022968640962,1.0,4
120.48,0.24715576308503406,-0.498477191132793,0.8539874578248142,0.6020111204273342,0.24297118982258786,1.0,4
120.49,0.24469459611651373,-0.498477191132793,0.8539874578248142,0.6924303194074954,-0.6662111685395579,1.0,4
120.5,0.24471698166751596,-0.552186351885645,-0.29641293279229824,0.678320284130544,-0.6353900200930218,1.0,4
120.51,0.24559996729038072,-0.5615294819452558,0.47862270045346617,0.6359496805160787,-0.5818966009523685,1.0,4
120.52,0.24796164292111336,-0.769523164375461,-0.07684261884366972,0.7819340659891217,-0.5685030693469637,1.0,4
120.53,0.25176594294976606,-0.22464702024718328,-0.05080697293236457,0.6787544203708578,-0.5990870894091338,1.0,4
120.54,0.2547295411741138,-0.702464259522238,0.3424680365874948,0.6874835151393678,-0.6341898646636739,1.0,4
120.55,0.2571397188320177,-0.7561645692082952,0.126440537908793,0.6809109273481626,-0.5855513660272794,1.0,4
120.56,0.25971281355554926,-0.6529008660594781,-0.18866455609260002,0.6252837792463553,-0.5858018508982842,1.0,4
120.57,0.25984339593639516,0.1738595344009893,-0.11824075062946791,0.7646969943506193,-0.6335869248447201,1.0,4
120.58,0.25266260863157675,-0.41499306503599853,0.17386706067629198,0.643695286609587,-0.6850018980664737,1.0,4
120.59,0.23585852167925425,-0.47155827120750254,0.9107209950377486,0.6177497740722163,-0.6335054259178899,1.0,4
120.6,0.21277777495425793,1.2038511711894766,1.0586243220562048,0.5726208664159813,-0.6244236950070976,1.0,4
120.61,0.1881698361942221,1.3180953233093808,0.8750125911972271,0.5365409860187863,-0.6396904332663512,1.0,4
120.62,0.16842080564338702,0.43937122049248034,2.7998089182135253,0.528089503556932,-0.6908537037003852,1.0,4
120.63,0.15607268698222598,0.43937122049248034,2.7998089182135253,0.5299619185822031,-0.7005154471479756,1.0,4
120.64,,,,,,0.0,4
120.65,,,,,,0.0,4
120.66,,,,,,0.0,4
120.67,,,,,,0.0,4
120.68,,,,,,0.0,4
120.69,,,,,,0.0,4
120.7,,,,,,0.0,4
120.71,,,,,,0.0,4
120.72,,,,,,0.0,4
120.73,,,,,,0.0,4
120.74,,,,,,0.0,4
120.75,,,,,,0.0,4
120.76,,,,,,0.0,4
120.77,,,,,,0.0,4
120.78,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.6968026148488962,1.0,4
120.79,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.6970141263850282,1.0,4
120.8,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.7011864940875361,1.0,4
120.81,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.7016789355707365,1.0,4
120.82,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.701695662134418,1.0,4
120.83,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.7019296775135119,1.0,4
120.84,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.7019426643218303,1.0,4
120.85,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.7017743252436709,1.0,4
120.86,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.7017903482574636,1.0,4
120.87,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.700644848769059,1.0,4
120.88,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.6497797872724979,1.0,4
120.89,0.34161283918056345,-0.7946216253739593,0.5546126399596931,0.7059102091714539,-0.626322173432778,1.0,4
120.9,0.3445005752598477,-0.7946216253739593,0.5546126399596931,0.657668236889014,-0.6049370783172792,1.0,4
120.91,0.348869488630445,-0.5075670499011385,1.2704217603910646,0.5981721330298955,-0.5847764665175059,1.0,4
120.92,0.34939554907899695,-0.4422579705933863,1.2527407473783199,0.5922758582249997,-0.5540396994006916,1.0,4
120.93,0.34259282885777115,-0.4422579705933863,1.2527407473783199,0.7335106636361028,-0.46390198781961167,1.0,4
120.94,0.3315953051070761,-0.3965646301869999,-0.01608180975314848,0.6453779695186389,-0.5306759970889865,1.0,4
120.95,0.32313978503685437,0.18255004424534815,-0.3797717454243981,0.650495066966852,-0.2821646586274873,1.0,4
120.96,0.3229781116129495,0.18255004424534815,-0.3797717454243981,0.6758647010212694,-0.37749526260117544,1.0,4
120.97,0.3286018594813926,0.6186987380400003,0.8405574452692743,0.5385314520832845,-0.3288921647439571,1.0,4
120.98,0.33406393392593076,0.49433891419934634,0.9062968056730278,0.491739097965213,0.11294751777720889,1.0,4
120.99,0.3336796486337262,-0.41332992856689266,2.8554529397537247,0.4327619732030742,0.1025903540347898,1.0,4
121.0,0.32652995237196597,3.291989478057041,3.649465826262758,0.42646477034042607,0.0977937920397803,1.0,4
121.01,0.3182771459024861,2.53614340438916,1.3513954468777498,0.4104058804716371,0.18649842161981225,1.0,4
121.02,0.3128237769500043,3.8088158792236064,-0.08717396695483012,0.406750024051689,0.2037369162937514,1.0,4
121.03,0.31151670949982,3.8088158792236064,-0.08717396695483012,0.4194918619582224,0.21178927414652454,1.0,4
121.04,0.31298047580702,0.19501720386997043,0.4065863488169009,0.4572040055238733,0.4704542827660165,1.0,4
121.05,0.31521654362379586,-0.3536220098397813,0.026538248497404052,0.468138609587858,0.4543402296989902,1.0,4
121.06,0.3185084632628425,-0.7173025241908583,1.2022656275051593,0.5354392438156392,0.489237603299584,1.0,4
121.07,0.3231310795447977,-0.06222317197865658,3.98113832860157,0.36557742587201486,-0.21187158050383897,1.0,4
121.08,0.32926472051940203,0.9428859908594899,0.47802346683346153,0.37210767323045457,-0.16065990802969862,1.0,4
121.09,0.33587467627366474,-0.24204228571623043,-0.6723332014567263,0.7951339135794078,-0.24427303678362716,1.0,4
121.1,0.3418080909309713,-0.7793513982858935,-0.6723332014567263,0.6933514414957357,-0.5866839270789576,1.0,4
121.11,0.3480437105268082,-0.7390693992756941,-0.40413296948894856,0.7249123767086573,-0.5991765047946099,1.0,4
121.12,0.3516378351043844,-0.7390693992756941,-0.40413296948894856,0.7517956154255491,-0.6052079023974205,1.0,4
121.13,0.34803873595991863,0.19489377936334643,-0.6473092464208975,0.7642577958873543,-0.6338954028499599,1.0,4
121.14,0.33772024058962413,0.19489377936334643,-0.6473092464208975,0.5501437865560054,-0.6803536174314877,1.0,4
121.15,0.3264404101679574,-0.12606913958537,3.20829699881403,0.41793796200105454,-0.5919222883622506,1.0,4
121.16,0.31938149975192853,0.09203515848125512,1.4828442532375952,0.4575200907249599,-0.605413720172911,1.0,4
121.17,0.3143671363274341,-0.11304160701156295,0.05908406544222641,0.5150214762523009,-0.6051291031859748,1.0,4
121.18,0.3102059111244686,-0.3093811551835325,-0.5928677856767035,0.6967455607402037,-0.6917565453610455,1.0,4
121.19,0.3069027987099212,0.05240608328490489,-0.3370199061596722,0.6768662112099781,-0.6795086674120028,1.0,4
121.2,0.3042239944399904,-0.48501154242951283,-0.5712764820211756,0.6239546419882305,-0.6790761851865874,1.0,4
121.21,0.2994123446162385,-0.5828270403063236,-0.5311108254790441,0.6889187565905545,-0.6441532860815131,1.0,4
121.22,0.2912416185004333,-0.5828270403063236,-0.5311108254790441,0.6725329483635629,-0.6407084188030872,1.0,4
121.23,0.28171781019071734,0.5617845102504274,0.7859179193926666,0.6194930011677672,-0.6324489237650492,1.0,4
121.24,0.27177489462057103,-0.019569670910909,0.8733373821281657,0.6914599925121672,-0.5805960688871115,1.0,4
121.25,0.2589790649393655,-0.019569670910909,0.8733373821281657,0.5763164916594358,-0.5669323627571464,1.0,4
121.26,0.24111415159788308,-0.019569670910909,0.8733373821281657,0.6321238548983136,-0.5731370394605513,1.0,4
121.27,0.2156903838679892,1.285584584298747,0.66539213742984,0.5327619353410924,-0.6632572130409385,1.0,4
121.28,0.2020140558473637,4.7317567823463635,5.581197581802756,0.4153598933452473,-0.6821613509126114,1.0,4
121.29,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.680074684055887,1.0,4
121.3,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.6797938020135428,1.0,4
121.31,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.6881736272230002,1.0,4
121.32,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.6902635723055486,1.0,4
121.33,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.6902570767497364,1.0,4
121.34,,,,,,0.0,4
121.35,,,,,,0.0,4
121.36,,,,,,0.0,4
121.37,,,,,,0.0,4
121.38,,,,,,0.0,4
121.39,,,,,,0.0,4
121.4,,,,,,0.0,4
121.41,,,,,,0.0,4
121.42,,,,,,0.0,4
121.43,,,,,,0.0,4
121.44,,,,,,0.0,4
121.45,,,,,,0.0,4
121.46,,,,,,0.0,4
121.47,,,,,,0.0,4
121.48,,,,,,0.0,4
121.49,,,,,,0.0,4
121.5,,,,,,0.0,4
121.51,,,,,,0.0,4
121.52,,,,,,0.0,4
121.53,,,,,,0.0,4
121.54,,,,,,0.0,4
121.55,,,,,,0.0,4
121.56,,,,,,0.0,4
121.57,,,,,,0.0,4
121.58,,,,,,0.0,4
121.59,,,,,,0.0,4
121.6,,,,,,0.0,4
121.61,,,,,,0.0,4
121.62,,,,,,0.0,4
121.63,,,,,,0.0,4
121.64,,,,,,0.0,4
121.65,,,,,,0.0,4
121.66,,,,,,0.0,4
121.67,,,,,,0.0,4
121.68,,,,,,0.0,4
121.69,,,,,,0.0,4
121.7,,,,,,0.0,4
121.71,,,,,,0.0,4
121.72,,,,,,0.0,4
121.73,,,,,,0.0,4
121.74,,,,,,0.0,4
121.75,,,,,,0.0,4
121.76,,,,,,0.0,4
121.77,,,,,,0.0,4
121.78,,,,,,0.0,4
121.79,,,,,,0.0,4
121.8,,,,,,0.0,4
121.81,,,,,,0.0,4
121.82,,,,,,0.0,4
121.83,,,,,,0.0,4
121.84,,,,,,0.0,4
121.85,,,,,,0.0,4
121.86,,,,,,0.0,4
121.87,,,,,,0.0,4
121.88,,,,,,0.0,4
121.89,,,,,,0.0,4
121.9,,,,,,0.0,4
121.91,,,,,,0.0,4
121.92,,,,,,0.0,4
121.93,,,,,,0.0,4
121.94,,,,,,0.0,4
121.95,,,,,,0.0,4
121.96,,,,,,0.0,4
121.97,,,,,,0.0,4
121.98,,,,,,0.0,4
121.99,,,,,,0.0,4
122.0,,,,,,0.0,4
122.01,,,,,,0.0,4
122.02,,,,,,0.0,4
122.03,,,,,,0.0,4
122.04,,,,,,0.0,4
122.05,,,,,,0.0,4
122.06,,,,,,0.0,4
122.07,,,,,,0.0,4
122.08,,,,,,0.0,4
122.09,,,,,,0.0,4
122.1,,,,,,0.0,4
122.11,,,,,,0.0,4
122.12,,,,,,0.0,4
122.13,,,,,,0.0,4
122.14,,,,,,0.0,4
122.15,,,,,,0.0,4
122.16,,,,,,0.0,4
122.17,,,,,,0.0,4
122.18,,,,,,0.0,4
122.19,,,,,,0.0,4
122.2,,,,,,0.0,4
122.21,,,,,,0.0,4
122.22,,,,,,0.0,4
122.23,,,,,,0.0,4
122.24,,,,,,0.0,4
122.25,,,,,,0.0,4
122.26,,,,,,0.0,4
122.27,,,,,,0.0,4
122.28,,,,,,0.0,4
122.29,,,,,,0.0,4
122.3,,,,,,0.0,4
122.31,,,,,,0.0,4
122.32,,,,,,0.0,4
122.33,,,,,,0.0,4
122.34,,,,,,0.0,4
122.35,,,,,,0.0,4
122.36,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.673313551354809,1.0,4
122.37,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.6470511666647232,1.0,4
122.38,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.6464166929521629,1.0,4
122.39,-1.7622857099114055,-0.7946216253739593,-0.7895988911689225,-1.8097246335535104,-0.6075287543397837,1.0,4
122.4,0.5061665373143327,-0.7946216253739593,1.9739513149461847,0.5924828018992538,-0.626019084709001,1.0,4
122.41,0.518265927631025,-0.7946216253739593,1.9739513149461847,0.6182511366333249,-0.5259895550636042,1.0,4
122.42,0.5353000883019812,-0.7946216253739593,1.9739513149461847,0.7366573414227053,-0.578474660956098,1.0,4
122.43,0.5319783212615983,-0.7946216253739593,1.9739513149461847,0.5706581413332569,-0.537446802078641,1.0,4
122.44,0.5194523618341417,2.5383876986344887,1.0653503494462713,0.5902544113560388,-0.15455449153854778,1.0,4
122.45,0.5099086552568682,-0.7594531492129798,-0.36276711381773286,0.7492596442158058,-0.16681465014779776,1.0,4
122.46,0.5143857654573092,-0.5499206889698224,-0.0861778158476917,0.6347497311876741,-0.1986876320664346,1.0,4
122.47,0.527468876376376,0.4513376759691334,-0.7347043210093289,0.7590590954051641,-0.024552741994034715,1.0,4
122.48,0.5436648225264719,0.33658429558680064,-0.7513473971548857,0.7274594848088937,-0.001141743916572622,1.0,4
122.49,0.5626465261346202,-0.5861456065109144,-0.37726160837664924,0.8124001436221102,-0.008946560197068364,1.0,4
122.5,0.5899979385341485,-0.34462953615991676,0.036864243496877586,0.34476425819838696,1.2643543082205901,1.0,4
122.51,0.621454612259137,2.557350934089294,0.07925443283381824,0.46220548179987603,1.5090794480950425,1.0,4
122.52,0.6512149586748471,-0.20283217658399247,-0.19953688337305506,0.5971827721762699,1.6329517272932879,1.0,4
122.53,0.6726914075780185,0.044337717027388306,-0.5718886260870131,0.6494309877024637,-0.2559675745719252,1.0,4
122.54,0.6891510057732517,-0.5006242170583318,0.043903742809547584,0.5778240216543686,-0.05278009321312136,1.0,4
122.55,0.6992804676017496,-0.21139389056193109,0.1354699777688191,0.5905676617122727,0.9293135394316414,1.0,4
122.56,0.70360336622862,-0.5597851912357491,-0.5245052431019318,0.5492072753099927,2.3294874308466236,1.0,4
122.57,0.7028845413131048,-0.35475198046475764,1.0780687130363829,0.6081586839795383,3.0860877419807164,1.0,4
122.58,0.6981450227092488,-0.3788037619457299,-0.13743968569435774,0.530300480053194,3.156029654118272,1.0,4
122.59,0.6905961174546162,0.5809754446531199,1.0668240296047689,0.41004800155786353,2.338236132581068,1.0,4
122.6,0.6820846335068885,1.2539659580890663,0.39569182186739166,0.48632454429637445,1.176970813796907,1.0,4
122.61,0.6749461300206298,0.008362100642059923,0.6282668908813784,0.48852559883565183,0.050212424813195926,1.0,4
122.62,0.6700113596663656,-0.690208019184574,-0.5961194861375426,0.5402809563352952,-0.3611244320934515,1.0,4
122.63,0.6676733132283575,-0.655021852566874,0.18017822191062757,0.5930115004643001,-0.3696371624644084,1.0,4
